name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	wb.region	ind.region
MPID7	30.5262	-9.37277	7.12410955078364	-999	MPID	R	depth	30.7405	-6.60914	11.6382	Right Putamen	insula
G2	34.0557	25.1767	-22.594849673097	-999	G	R	grid	32.425	25.6076	-17.3373	n/a	lateralorbitofrontal
G3	42.4232	20.1777	-17.5225405286638	-999	G	R	grid	40.9336	21.8975	-13.4412	n/a	lateralorbitofrontal
G4	50.4584	12.0432	-12.5289284774876	-999	G	R	grid	47.3116	15.9751	-7.42732	n/a	superiortemporal
G5	52.165	6.80064	-2.83380870618772	-999	G	R	grid	50.5179	10.3214	-0.330155	n/a	parsopercularis
G6	55.3981	0.0640046	3.38803436581285	-999	G	R	grid	53.1782	3.73636	7.44062	n/a	precentral
G7	57.7375	-5.58046	15.1189048116334	-999	G	R	grid	56.3627	-3.37885	15.2131	n/a	postcentral
G8	59.65	-14.7803	21.9581214535649	-999	G	R	grid	59.569	-9.00104	22.9399	n/a	postcentral
MPID8	30.5262	-9.37277	7.12410955078364	-999	MPID	R	depth	30.7405	-6.60914	11.6382	Right Putamen	insula
G10	37.1443	22.423	-29.4695892834295	-999	G	R	grid	35.4103	19.3534	-25.1882	n/a	superiortemporal
G11	43.981	16.4387	-25.3102338138065	-999	G	R	grid	42.85	14.2882	-20.2252	n/a	superiortemporal
G12	49.5626	7.69474	-21.7608748336559	-999	G	R	grid	47.1033	8.49572	-14.1628	n/a	superiortemporal
G13	50.5741	0.633869	-10.894368008425	-999	G	R	grid	50.3096	2.84125	-7.08185	n/a	superiortemporal
G14	55.3434	-8.45704	-4.27733538982478	-999	G	R	grid	54.0251	-4.33864	0.0352579	n/a	superiortemporal
G15	58.2223	-14.5087	5.94392000193265	-999	G	R	grid	57.2314	-9.9617	7.74473	n/a	superiortemporal
G16	61.3272	-23.3735	7.33250510348319	-999	G	R	grid	59.3607	-16.5141	15.5289	n/a	superiortemporal
G17	27.9734	21.8618	-37.5213103130487	-999	G	R	grid	27.2616	17.1178	-34.8859	n/a	temporalpole
G18	37.3365	19.4618	-34.8164777383166	-999	G	R	grid	36.2789	12.8044	-31.9802	n/a	temporalpole
G19	44.4028	13.9526	-30.081891236518	-999	G	R	grid	42.6418	6.80888	-26.9608	n/a	middletemporal
G20	49.0485	1.92454	-27.7376137704537	-999	G	R	grid	47.9726	1.02466	-19.9283	n/a	superiortemporal
G21	53.6276	-5.96038	-19.9434586217725	-999	G	R	grid	52.7499	-5.29798	-13.862	n/a	middletemporal
G22	57.7036	-12.4494	-13.1856369228616	-999	G	R	grid	55.9561	-10.9525	-6.78096	n/a	middletemporal
G23	61.4838	-22.2348	-2.52630883010974	-999	G	R	grid	58.0855	-17.5374	0.356491	n/a	superiortemporal
G24	62.01	-27.7609	7.32424434038534	-999	G	R	grid	60.2075	-24.5901	8.10633	n/a	superiortemporal
G25	26.9924	13.13	-46.5781805044487	-999	G	R	grid	27.0249	6.72572	-40.5306	n/a	inferiortemporal
G26	39.4802	11.2095	-43.8711748908452	-999	G	R	grid	37.1186	4.26482	-38.7078	n/a	inferiortemporal
G27	46.4426	7.42763	-37.3957725741534	-999	G	R	grid	43.5255	0.333187	-32.7584	n/a	inferiortemporal
G28	47.2525	-5.71327	-34.9668526378397	-999	G	R	grid	47.7571	-6.95236	-26.6477	n/a	inferiortemporal
G29	49.1236	-13.5268	-27.4512077600177	-999	G	R	grid	52.5568	-12.7042	-19.6031	n/a	inferiortemporal
G30	58.1632	-19.2778	-19.3140659393889	-999	G	R	grid	56.8103	-18.4968	-13.5407	n/a	middletemporal
