name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z
G1	-42.4211	18.5426	-43.296277172938	-999	G	L	grid	-41.2239	-0.784481	-35.4406
G2	-43.9643	10.1479	-38.420561062323	-999	G	L	grid	-44.5773	-8.6233	-30.8965
G3	-47.0532	2.3631	-31.7090691547236	-999	G	L	grid	-47.1435	-15.1128	-24.6851
G4	-51.8845	-4.64852	-26.3657580959848	-999	G	L	grid	-50.8148	-21.6036	-20.4546
G26	-45.4648	16.9513	-5.33379673850648	-999	G	L	grid	-43.2374	10.9352	-9.03128
G27	-53.1559	11.7388	-1.95406969338001	-999	G	L	grid	-50.3829	5.85706	-4.27422
G7	-57.7053	-34.1493	-19.8979211930722	-999	G	L	grid	-54.275	-43.595	-3.04076
G8	-52.5622	-45.333	-17.9982257897983	-999	G	L	grid	-52.5798	-50.3601	2.41812
G9	-45.1699	24.0038	-35.2130994660981	-999	G	L	grid	-42.7072	6.35483	-29.3321
G10	-44.5891	15.7968	-26.1077942628259	-999	G	L	grid	-45.2205	-0.465419	-24.015
G11	-48.2668	7.65328	-20.6610815112255	-999	G	L	grid	-48.627	-7.97347	-18.5766
G12	-51.3024	-0.0711739	-16.5896966287151	-999	G	L	grid	-52.3512	-14.1336	-13.4519
G13	-56.0172	-8.92042	-14.5913027917336	-999	G	L	grid	-55.1522	-21.9717	-7.9173
G14	-61.3172	-20.9297	-13.9620770399447	-999	G	L	grid	-55.3493	-29.6631	-2.32023
G15	-59.6661	-27.9957	-12.9618719682097	-999	G	L	grid	-54.9183	-35.4274	4.03696
G16	-56.0672	-38.9731	-6.91719499174103	-999	G	L	grid	-52.9052	-43.5149	10.3193
G18	-48.3118	16.5112	-18.30718041777	-999	G	L	grid	-45.3341	5.44574	-16.6109
G19	-54.6561	11.2133	-13.4182394468402	-999	G	L	grid	-50.2164	-0.384849	-12.5727
G20	-58.4299	1.87794	-10.3905770572897	-999	G	L	grid	-53.6758	-7.56217	-6.23998
G21	-56.1925	-5.82487	-8.08713005272787	-999	G	L	grid	-53.9789	-14.8041	-0.747431
G22	-61.2809	-18.5307	-7.23506186930639	-999	G	L	grid	-55.6747	-22.8355	5.22922
G23	-59.5638	-26.0169	-4.44325862154641	-999	G	L	grid	-54.9787	-29.8147	11.1918
G24	-58.4955	-32.9121	-0.658789445242351	-999	G	L	grid	-54.3886	-36.3449	17.0421
G5	-56.9111	-13.5732	-22.3622646259866	-999	G	L	grid	-53.7217	-28.9924	-15.0246
G6	-60.4534	-22.3731	-18.9930678052836	-999	G	L	grid	-54.0778	-35.9037	-8.63787
G28	-57.2556	3.37638	-2.44451231119006	-999	G	L	grid	-53.7363	-1.98095	0.286106
G29	-58.589	-2.27582	4.3624097447838	-999	G	L	grid	-54.3043	-7.96559	7.02205
G30	-60.292	-12.1873	2.15404667778932	-999	G	L	grid	-56.0001	-15.9898	13.1402
G31	-59.5029	-21.7946	4.50323268261673	-999	G	L	grid	-55.3041	-22.969	19.1028
G32	-60.2858	-30.5645	8.01603917921749	-999	G	L	grid	-55.8192	-29.2886	24.858
LMD1	-29.1336	-46.4362	6.34055006365383	-999	LMD	L	depth	-23.7192	-52.2631	22.1064
LMD2	-29.1811	-49.2503	7.88019127524896	-999	LMD	L	depth	-21.214	-56.0598	24.1847
LMD3	-27.7954	-54.1641	8.47752781366484	-999	LMD	L	depth	-20.4194	-59.3164	26.0642
LMD4	-26.0085	-63.7606	9.68487056947696	-999	LMD	L	depth	-19.3599	-63.8058	27.1877
LLD1	-34.9051	-17.9483	-17.8401548795912	-999	LLD	L	depth	-32.2861	-27.5116	-8.74921
LLD2	-33.2109	-25.1019	-10.7429030119455	-999	LLD	L	depth	-30.1216	-31.5793	-1.93685
LLD3	-28.6457	-34.3017	-4.04247910344143	-999	LLD	L	depth	-26.0876	-36.9567	4.49952
LLD4	-27.4481	-40.9268	0.346710786910115	-999	LLD	L	depth	-25.9441	-43.72	11.4516
LLD5	-28.6873	-46.3091	1.48968611645328	-999	LLD	L	depth	-25.0892	-51.4832	16.5457
LLD6	-31.2841	-53.7397	3.041887206906	-999	LLD	L	depth	-26.3384	-59.2744	21.562
LSO1	-63.1734	-55.521	-2.00792693667552	-999	LSO	L	strip	-58.6129	-59.1358	18.1053
LSO2	-57.8337	-64.9421	3.27684465822395	-999	LSO	L	strip	-54.7076	-66.2975	24.2408
LSO3	-53.224	-74.4273	6.85637888299568	-999	LSO	L	strip	-49.9091	-72.9932	28.1727
LSO4	-46.4547	-80.2121	10.3088129045529	-999	LSO	L	strip	-43.4831	-77.53	32.7138
LSO5	-40.363	-86.2922	12.471833033599	-999	LSO	L	strip	-34.5594	-81.6919	35.1378
LSO6	-32.3481	-91.4028	13.7211818626893	-999	LSO	L	strip	-25.5069	-84.2737	36.123
LMO1	-38.4581	-61.8999	-19.4751697006358	-999	LMO	L	strip	-36.3219	-68.6865	-0.642722
LMO2	-42.1449	-70.3376	-16.9782750759999	-999	LMO	L	strip	-39.9931	-75.1774	3.58775
LMO3	-45.7973	-79.2973	-11.9862420649686	-999	LMO	L	strip	-41.9539	-81.9695	10.4453
