name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z
LPIH4	0.395039	-42.7552	69.226292561944	-999	LPIH	R	strip	-4.97396	-39.14	66.7215
RAIH1	2.07023	-7.51113	39.4566795897896	-999	RAIH	R	strip	2.16338	-2.20905	31.5049
RAIH2	1.43438	-16.204	46.3846560260611	-999	RAIH	R	strip	1.71006	-7.86723	40.8005
RAIH3	1.7093	-23.328	54.2747157917369	-999	RAIH	R	strip	1.1143	-14.336	48.8306
RAIH4	2.26537	-29.6035	60.6322685965905	-999	RAIH	R	strip	-0.984649	-20.7628	57.0206
RMIH1	0.156048	-13.8065	28.696657637386	-999	RMIH	R	strip	1.51225	-6.89398	26.1979
RMIH2	0.994317	-21.8577	36.3100923535239	-999	RMIH	R	strip	1.91864	-13.3908	34.1212
RMIH3	2.58561	-28.6845	48.702776452625	-999	RMIH	R	strip	1.41101	-20.0105	43.2536
RMIH4	2.00926	-34.3648	58.4113740229599	-999	RMIH	R	strip	-0.0987459	-26.6024	52.493
RMIH5	2.24604	-37.0617	66.2666623284201	-999	RMIH	R	strip	-3.23366	-31.8886	59.8503
RMIH6	-1.29667	-43.1849	73.7433397027084	-999	RMIH	L	strip	-10.35	-36.5819	67.7163
RPIH1	0.512661	-64.7807	41.8920825722014	-999	RPIH	R	strip	-2.22964	-60.9185	44.417
RPIH2	0.461783	-57.0795	54.1097753713834	-999	RPIH	R	strip	-2.79686	-54.5704	52.4155
RPIH3	0.473299	-49.7302	64.9354759337308	-999	RPIH	R	strip	-3.78371	-46.7657	60.7117
RPIH4	0.395039	-42.7552	69.226292561944	-999	RPIH	R	strip	-4.97396	-39.14	66.7215
RE1	-40.4008	-7.65788	65.5707300960227	-999	RE	L	depth	-35.8331	0.288109	65.3903
RE2	-48.6989	4.73682	58.4128471446753	-999	RE	L	depth	-47.1882	10.1287	58.0279
RQ1	-45.6647	-11.0199	73.2938663159312	-999	RQ	L	depth	-44.0124	-3.74551	72.342
RQ2	-53.7085	-2.079	62.4496889229919	-999	RQ	L	depth	-52.7003	3.42829	61.965
