name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	ind.region
G1	55.2853	40.7852	-4.88822333298197	-999	G	R	grid	42.3852	38.8834	-2.43664	parstriangularis
G2	56.7889	28.7716	-6.60266556715794	-999	G	R	grid	42.3447	28.8558	1.70934	parstriangularis
G3	56.5287	18.7161	1.44479244260906	-999	G	R	grid	44.3313	19.4396	6.16572	parsopercularis
G4	62.5718	12.4888	4.96865451297241	-999	G	R	grid	46.9786	10.0069	10.7049	parsopercularis
G5	67.5272	-0.377784	10.1848261470163	-999	G	R	grid	49.7495	-0.0599501	14.1632	postcentral
G6	69.1348	-14.4836	15.7355491049966	-999	G	R	grid	48.8791	-10.0937	19.3383	supramarginal
G7	69.1243	-25.2837	22.145805131987	-999	G	R	grid	48.7929	-20.7784	23.5152	supramarginal
G8	68.9008	-35.0152	24.6531075674651	-999	G	R	grid	49.6734	-29.4763	26.7566	superiortemporal
G9	50.9663	32.7008	-17.350799924354	-999	G	R	grid	42.2682	34.5732	-11.4236	parsorbitalis
G10	50.4825	20.3094	-8.23270146510378	-999	G	R	grid	43.5488	24.4977	-7.39985	parsorbitalis
G11	50.7064	13.4132	-1.89925685052379	-999	G	R	grid	45.5355	15.0644	-3.28908	parsopercularis
G12	59.1522	7.77821	-6.47025638769999	-999	G	R	grid	47.4765	4.97689	0.910913	precentral
G13	66.2254	-2.66998	-3.24874363490248	-999	G	R	grid	49.4633	-4.43918	5.36729	postcentral
G14	67.828	-14.7542	2.17178511760733	-999	G	R	grid	49.4228	-14.4645	9.55983	supramarginal
G15	69.2424	-27.0498	10.6503415458349	-999	G	R	grid	46.5707	-24.4482	14.4866	transversetemporal
G16	69.4549	-39.9999	15.4683750727043	-999	G	R	grid	46.4846	-35.1328	18.6636	superiortemporal
G19	46.8042	10.8902	-15.1354688882026	-999	G	R	grid	45.373	10.0951	-12.2874	insula
G20	53.7191	8.0029	-22.6879715195031	-999	G	R	grid	47.3597	0.661689	-8.17664	superiortemporal
G21	59.695	-6.12033	-13.935248069277	-999	G	R	grid	49.3007	-9.43088	-4.07725	superiortemporal
G22	69.8019	-20.5534	-8.68446124604141	-999	G	R	grid	49.0453	-20.1612	0.756702	superiortemporal
G23	72.9613	-29.4299	-0.613152379643919	-999	G	R	grid	49.096	-28.8689	4.95642	superiortemporal
G24	70.8151	-39.7604	7.19991252959898	-999	G	R	grid	50.9134	-38.3105	10.478	middletemporal
G29	53.6539	-10.4933	-23.7172624464061	-999	G	R	grid	51.8261	-13.8093	-12.7616	temporalpole
G30	64.619	-25.0908	-19.1010533408605	-999	G	R	grid	52.2768	-23.8977	-7.84057	middletemporal
G31	71.8852	-36.7431	-11.0483807654262	-999	G	R	grid	53.4336	-33.3439	-2.83262	middletemporal
G32	71.8882	-45.9532	-5.85424231559236	-999	G	R	grid	56.6633	-41.5214	2.45796	middletemporal
OF1	4.7354	42.0921	-28.4437648264114	-999	OF	R	strip	6.53598	43.8332	-27.3496	medialorbitofrontal
OF2	12.6653	34.4443	-28.851334896417	-999	OF	R	strip	16.7686	38.8089	-22.2515	lateralorbitofrontal
OF3	24.3461	33.3389	-25.46507787631	-999	OF	R	strip	24.0827	34.5892	-19.4662	lateralorbitofrontal
OF4	35.6334	32.7679	-22.4227506235188	-999	OF	R	strip	33.5021	29.6889	-17.438	lateralorbitofrontal
AST1	19.0068	-39.5659	-14.8998374645907	-999	AST	R	strip	18.3852	-40.2587	-9.89698	entorhinal
AST2	26.1541	-30.6938	-24.0153891605609	-999	AST	R	strip	24.5591	-34.8952	-16.0869	entorhinal
AST3	31.178	-24.34	-28.2063573830767	-999	AST	R	strip	31.3611	-27.6013	-21.194	entorhinal
AST4	37.2801	-14.6489	-26.6511761234159	-999	AST	R	strip	40.3431	-19.8066	-23.0687	entorhinal
MST1	34.3085	-41.2241	-24.6326121974697	-999	MST	R	strip	35.4556	-42.4062	-15.8987	entorhinal
MST2	48.2408	-40.0962	-29.2069503100575	-999	MST	R	strip	46.1778	-40.5651	-18.6215	inferiortemporal
MST3	55.8114	-34.1586	-29.624030286582	-999	MST	R	strip	54.1307	-35.5567	-15.6769	inferiortemporal
MST4	65.901	-32.9515	-22.9507775378499	-999	MST	R	strip	56.4899	-29.9495	-7.4133	middletemporal
PST1	45.221	-65.4507	-20.2671234270328	-999	PST	R	strip	42.9011	-61.3284	-8.27189	inferiortemporal
PST2	57.2242	-60.2103	-20.9266484105084	-999	PST	R	strip	51.6224	-54.8818	-9.19624	inferiortemporal
PST3	67.1884	-53.9362	-17.4229423615438	-999	PST	R	strip	57.9455	-47.1558	-7.40617	inferiortemporal
PST4	72.4005	-44.193	-9.795369832411	-999	PST	R	strip	57.8293	-36.7593	-2.35988	middletemporal
IO1	22.0789	-103.585	-4.87174812489195	-999	IO	R	strip	24.6867	-97.031	4.19499	lateraloccipital
IO2	35.8751	-97.4033	-2.56891393918123	-999	IO	R	strip	33.8081	-91.9493	4.29641	fusiform
IO3	44.8818	-90.5566	-5.9921737990518	-999	IO	R	strip	42.2822	-84.2392	5.44727	fusiform
IO4	52.6724	-80.7937	-3.75831341169153	-999	IO	R	strip	48.9114	-74.4993	6.4257	fusiform
IO5	58.7681	-69.2712	-4.07853397199829	-999	IO	R	strip	52.9443	-64.0331	7.08872	inferiortemporal
IO6	65.5645	-61.3261	-1.01736046583908	-999	IO	R	strip	55.7017	-52.874	7.60179	middletemporal
SO1	39.4775	-90.8048	16.1083444784387	-999	SO	R	strip	32.5382	-85.847	23.7618	lateraloccipital
SO2	48.3341	-84.3611	16.5848680918456	-999	SO	R	strip	41.2729	-76.7913	23.9078	lateraloccipital
SO3	53.5623	-76.6254	17.7289418416646	-999	SO	R	strip	46.7047	-67.6518	23.6399	inferiortemporal
SO4	60.8012	-65.8991	11.0758831329878	-999	SO	R	strip	51.1218	-56.4757	22.1881	middletemporal
SO5	64.6736	-57.1502	12.772582932688	-999	SO	R	strip	50.9931	-46.4757	19.0608	middletemporal
SO6	69.3955	-47.1249	16.3619892617252	-999	SO	R	strip	50.2038	-36.4591	15.8507	superiortemporal
Z1	0.0	0.0	n/a	-999	Z	n/a	strip	34.7158	31.6698	25.7899	caudalmiddlefrontal
TD1	36.7673	-34.1239	-27.4305282411392	-999	TD	R	strip	34.897	-33.7732	-16.8752	entorhinal
TD2	36.3434	-25.8484	-28.97628727229	-999	TD	R	strip	39.7034	-31.2562	-16.3002	entorhinal
TD3	42.6295	-27.1041	-26.9461132420833	-999	TD	R	strip	45.2938	-29.3853	-16.6339	temporalpole
TD4	49.4933	-26.0972	-26.933445096946	-999	TD	R	strip	50.0545	-27.5273	-16.0702	temporalpole
P1	27.864	-55.3037	73.1859046564391	-999	P	R	strip	26.6142	-45.9305	67.0865	superiorparietal
P2	38.2406	-51.7336	65.558766061515	-999	P	R	strip	35.0328	-43.9842	61.6525	superiorparietal
P3	47.9286	-58.546	55.8373195118129	-999	P	R	strip	42.4232	-42.6132	53.907	inferiorparietal
P4	55.2474	-57.7553	46.0519414768333	-999	P	R	strip	47.3408	-41.15	44.7654	inferiorparietal
P5	63.7154	-54.5145	31.2874768515306	-999	P	R	strip	51.8128	-38.9852	34.4913	bankssts
P6	66.6695	-51.5737	23.680046288866	-999	P	R	strip	53.597	-37.4129	23.8706	bankssts
EST1	49.7086	11.1007	-17.194070575329	-999	EST	R	grid	49.0906	15.6938	-23.7199	superiortemporal
EST2	42.4701	10.3673	-23.6786748680743	-999	EST	R	grid	47.9572	8.98241	-19.942	superiortemporal
EST3	49.5132	9.70595	-23.7246594635558	-999	EST	R	grid	50.094	4.13309	-14.7788	superiortemporal
EST4	53.2533	1.71745	-19.9734202305476	-999	EST	R	grid	50.6947	-1.37113	-8.80541	superiortemporal
EST5	50.3067	10.571	-17.2535835224157	-999	EST	R	grid	49.7512	15.6767	-23.6443	superiortemporal
EST6	41.2611	9.50868	-21.8701688400767	-999	EST	R	grid	47.9572	8.98241	-19.942	superiortemporal
EST7	49.5132	9.70595	-23.7246594635558	-999	EST	R	grid	50.094	4.13309	-14.7788	superiortemporal
EST8	53.2204	1.93773	-23.031364397726	-999	EST	R	grid	50.6947	-1.37113	-8.80541	superiortemporal
