onset	duration	sample	trial_type	response_time	serialpos	probepos	probe_word	resp_word	study_1	study_2	list	experiment	session	subject
316.202	1.294	371897	REC_EVENT	2724	1	3	ATICO	ATTICO	RINOCERONTE	ATICO	-1	PAL1	0	R1238N
317.496	1.001	373191	PROBE_OFF	n/a	1	-999	n/a	n/a	n/a	n/a	-1	PAL1	0	R1238N
318.497	0.004	374191	REC_END	n/a	1	-999	n/a	n/a	n/a	n/a	-1	PAL1	0	R1238N
318.501	166.55	374195	RECALL_END	n/a	-999	-999	n/a	n/a	n/a	n/a	-1	PAL1	0	R1238N
485.051	10.928	540742	TRIAL	n/a	-999	-999	n/a	n/a	n/a	n/a	1	PAL1	0	R1238N
495.979	0.008	551670	ENCODING_START	n/a	-999	-999	n/a	n/a	n/a	n/a	1	PAL1	0	R1238N
495.987	0.265	551678	STUDY_ORIENT	n/a	1	3	CABALLO	NINO	CABALLO	ESQUI	1	PAL1	0	R1238N
496.252	0.751	551943	STUDY_ORIENT_OFF	n/a	1	3	CABALLO	NINO	CABALLO	ESQUI	1	PAL1	0	R1238N
497.003	4.018	552694	STUDY_PAIR	n/a	1	3	CABALLO	NINO	CABALLO	ESQUI	1	PAL1	0	R1238N
501.021	1.016	556712	PAIR_OFF	n/a	1	3	CABALLO	NINO	CABALLO	ESQUI	1	PAL1	0	R1238N
502.037	0.266	557728	STUDY_ORIENT	n/a	2	2	RUEDA	CABALLO	RUEDA	BASTON	1	PAL1	0	R1238N
502.303	0.75	557994	STUDY_ORIENT_OFF	n/a	2	2	RUEDA	CABALLO	RUEDA	BASTON	1	PAL1	0	R1238N
503.053	4.017	558744	STUDY_PAIR	n/a	2	2	RUEDA	CABALLO	RUEDA	BASTON	1	PAL1	0	R1238N
507.07	1.017	562761	PAIR_OFF	n/a	2	2	RUEDA	CABALLO	RUEDA	BASTON	1	PAL1	0	R1238N
508.087	0.267	563778	STUDY_ORIENT	n/a	3	1	POZO	n/a	RUBOR	POZO	1	PAL1	0	R1238N
508.354	0.601	564045	STUDY_ORIENT_OFF	n/a	3	1	POZO	n/a	RUBOR	POZO	1	PAL1	0	R1238N
508.955	4.017	564646	STUDY_PAIR	n/a	3	1	POZO	n/a	RUBOR	POZO	1	PAL1	0	R1238N
512.972	1.0	568663	PAIR_OFF	n/a	3	1	POZO	n/a	RUBOR	POZO	1	PAL1	0	R1238N
513.972	0.0	569662	ENCODING_END	n/a	-999	-999	n/a	n/a	n/a	n/a	1	PAL1	0	R1238N
513.972	11.151	569662	MATH_START	n/a	-999	-999	n/a	n/a	n/a	n/a	1	PAL1	0	R1238N
525.123	0.0	580813	MATH_END	n/a	-999	-999	n/a	n/a	n/a	n/a	1	PAL1	0	R1238N
525.123	0.017	580813	RECALL_START	n/a	-999	-999	n/a	n/a	n/a	n/a	1	PAL1	0	R1238N
525.14	0.266	580830	TEST_ORIENT	n/a	3	1	POZO	n/a	RUBOR	POZO	1	PAL1	0	R1238N
525.406	0.601	581096	RETRIEVAL_ORIENT_OFF	n/a	-999	-999	n/a	n/a	n/a	n/a	1	PAL1	0	R1238N
526.007	0.001	581697	TEST_PROBE	n/a	3	1	POZO	n/a	RUBOR	POZO	1	PAL1	0	R1238N
526.008	4.017	581698	REC_START	n/a	3	-999	n/a	n/a	n/a	n/a	1	PAL1	0	R1238N
530.025	0.905	585715	PROBE_OFF	n/a	3	-999	n/a	n/a	n/a	n/a	1	PAL1	0	R1238N
530.93	0.095	586620	REC_EVENT	4922	3	1	POZO	<>	RUBOR	POZO	1	PAL1	0	R1238N
531.025	0.016	586715	REC_END	n/a	3	-999	n/a	n/a	n/a	n/a	1	PAL1	0	R1238N
531.041	0.266	586731	TEST_ORIENT	n/a	2	2	RUEDA	CABALLO	RUEDA	BASTON	1	PAL1	0	R1238N
531.307	0.568	586997	RETRIEVAL_ORIENT_OFF	n/a	3	-999	n/a	n/a	n/a	n/a	1	PAL1	0	R1238N
531.875	0.0	587565	TEST_PROBE	n/a	2	2	RUEDA	CABALLO	RUEDA	BASTON	1	PAL1	0	R1238N
531.875	1.689	587565	REC_START	n/a	2	-999	n/a	CABALLO	n/a	n/a	1	PAL1	0	R1238N
533.564	2.328	589254	REC_EVENT	1689	2	2	RUEDA	CABALLO	RUEDA	BASTON	1	PAL1	0	R1238N
535.892	1.0	591582	PROBE_OFF	n/a	2	-999	n/a	n/a	n/a	n/a	1	PAL1	0	R1238N
536.892	0.017	592582	REC_END	n/a	2	-999	n/a	n/a	n/a	n/a	1	PAL1	0	R1238N
536.909	0.266	592599	TEST_ORIENT	n/a	1	3	CABALLO	NINO	CABALLO	ESQUI	1	PAL1	0	R1238N
537.175	0.567	592865	RETRIEVAL_ORIENT_OFF	n/a	2	-999	n/a	n/a	n/a	n/a	1	PAL1	0	R1238N
537.742	0.001	593432	TEST_PROBE	n/a	1	3	CABALLO	NINO	CABALLO	ESQUI	1	PAL1	0	R1238N
537.743	0.821	593433	REC_START	n/a	1	-999	n/a	NINO	n/a	n/a	1	PAL1	0	R1238N
538.564	1.382	594254	REC_EVENT	821	1	3	CABALLO	NINO	CABALLO	ESQUI	1	PAL1	0	R1238N
539.946	0.684	595636	REC_EVENT	2203	1	3	CABALLO	<>	CABALLO	ESQUI	1	PAL1	0	R1238N
540.63	1.129	596320	REC_EVENT	2887	1	3	CABALLO	<>	CABALLO	ESQUI	1	PAL1	0	R1238N
541.759	1.0	597449	PROBE_OFF	n/a	1	-999	n/a	n/a	n/a	n/a	1	PAL1	0	R1238N
542.759	0.011	598449	REC_END	n/a	1	-999	n/a	n/a	n/a	n/a	1	PAL1	0	R1238N
542.77	6.124	598460	RECALL_END	n/a	-999	-999	n/a	n/a	n/a	n/a	1	PAL1	0	R1238N
548.894	10.929	604584	TRIAL	n/a	-999	-999	n/a	n/a	n/a	n/a	2	PAL1	0	R1238N
559.823	0.006	615513	ENCODING_START	n/a	-999	-999	n/a	n/a	n/a	n/a	2	PAL1	0	R1238N
559.829	0.265	615519	STUDY_ORIENT	n/a	1	3	TERRENO	n/a	CANDADO	TERRENO	2	PAL1	0	R1238N
560.094	0.668	615784	STUDY_ORIENT_OFF	n/a	1	3	TERRENO	n/a	CANDADO	TERRENO	2	PAL1	0	R1238N
560.762	4.017	616452	STUDY_PAIR	n/a	1	3	TERRENO	n/a	CANDADO	TERRENO	2	PAL1	0	R1238N
564.779	1.017	620468	PAIR_OFF	n/a	1	3	TERRENO	n/a	CANDADO	TERRENO	2	PAL1	0	R1238N
565.796	0.266	621485	STUDY_ORIENT	n/a	2	2	GUISANTE	n/a	GUISANTE	PLANTA	2	PAL1	0	R1238N
566.062	0.751	621751	STUDY_ORIENT_OFF	n/a	2	2	GUISANTE	n/a	GUISANTE	PLANTA	2	PAL1	0	R1238N
566.813	4.017	622502	STUDY_PAIR	n/a	2	2	GUISANTE	n/a	GUISANTE	PLANTA	2	PAL1	0	R1238N
570.83	1.017	626519	PAIR_OFF	n/a	2	2	GUISANTE	n/a	GUISANTE	PLANTA	2	PAL1	0	R1238N
571.847	0.266	627536	STUDY_ORIENT	n/a	3	1	PICO	TERRENO	LADRILLO	PICO	2	PAL1	0	R1238N
572.113	0.584	627802	STUDY_ORIENT_OFF	n/a	3	1	PICO	TERRENO	LADRILLO	PICO	2	PAL1	0	R1238N
572.697	4.017	628386	STUDY_PAIR	n/a	3	1	PICO	TERRENO	LADRILLO	PICO	2	PAL1	0	R1238N
576.714	1.001	632403	PAIR_OFF	n/a	3	1	PICO	TERRENO	LADRILLO	PICO	2	PAL1	0	R1238N
577.715	0.0	633404	ENCODING_END	n/a	-999	-999	n/a	n/a	n/a	n/a	2	PAL1	0	R1238N
577.715	7.566	633404	MATH_START	n/a	-999	-999	n/a	n/a	n/a	n/a	2	PAL1	0	R1238N
585.281	0.0	640970	MATH_END	n/a	-999	-999	n/a	n/a	n/a	n/a	2	PAL1	0	R1238N
585.281	0.017	640970	RECALL_START	n/a	-999	-999	n/a	n/a	n/a	n/a	2	PAL1	0	R1238N
585.298	0.267	640987	TEST_ORIENT	n/a	3	1	PICO	TERRENO	LADRILLO	PICO	2	PAL1	0	R1238N
585.565	0.749	641254	RETRIEVAL_ORIENT_OFF	n/a	-999	-999	n/a	n/a	n/a	n/a	2	PAL1	0	R1238N
586.314	0.001	642003	TEST_PROBE	n/a	3	1	PICO	TERRENO	LADRILLO	PICO	2	PAL1	0	R1238N
586.315	2.384	642004	REC_START	n/a	3	-999	n/a	TERRENO	n/a	n/a	2	PAL1	0	R1238N
588.699	1.633	644388	REC_EVENT	2384	3	1	PICO	TERRENO	LADRILLO	PICO	2	PAL1	0	R1238N
590.332	1.0	646021	PROBE_OFF	n/a	3	-999	n/a	n/a	n/a	n/a	2	PAL1	0	R1238N
591.332	0.016	647021	REC_END	n/a	3	-999	n/a	n/a	n/a	n/a	2	PAL1	0	R1238N
591.348	0.251	647037	TEST_ORIENT	n/a	2	2	GUISANTE	n/a	GUISANTE	PLANTA	2	PAL1	0	R1238N
591.599	0.633	647288	RETRIEVAL_ORIENT_OFF	n/a	3	-999	n/a	n/a	n/a	n/a	2	PAL1	0	R1238N
592.232	0.0	647921	TEST_PROBE	n/a	2	2	GUISANTE	n/a	GUISANTE	PLANTA	2	PAL1	0	R1238N
592.232	4.017	647921	REC_START	n/a	2	-999	n/a	n/a	n/a	n/a	2	PAL1	0	R1238N
596.249	0.743	651938	PROBE_OFF	n/a	2	-999	n/a	n/a	n/a	n/a	2	PAL1	0	R1238N
596.992	0.257	652681	REC_EVENT	4760	2	2	GUISANTE	<>	GUISANTE	PLANTA	2	PAL1	0	R1238N
597.249	0.017	652938	REC_END	n/a	2	-999	n/a	n/a	n/a	n/a	2	PAL1	0	R1238N
597.266	0.268	652955	TEST_ORIENT	n/a	1	3	TERRENO	n/a	CANDADO	TERRENO	2	PAL1	0	R1238N
597.534	0.699	653223	RETRIEVAL_ORIENT_OFF	n/a	2	-999	n/a	n/a	n/a	n/a	2	PAL1	0	R1238N
598.233	0.001	653922	TEST_PROBE	n/a	1	3	TERRENO	n/a	CANDADO	TERRENO	2	PAL1	0	R1238N
598.234	4.016	653923	REC_START	n/a	1	-999	n/a	n/a	n/a	n/a	2	PAL1	0	R1238N
602.25	0.836	657939	PROBE_OFF	n/a	1	-999	n/a	n/a	n/a	n/a	2	PAL1	0	R1238N
603.086	0.164	658775	REC_EVENT	4852	1	3	TERRENO	<>	CANDADO	TERRENO	2	PAL1	0	R1238N
603.25	0.011	658939	REC_END	n/a	1	-999	n/a	n/a	n/a	n/a	2	PAL1	0	R1238N
603.261	7.508	658950	RECALL_END	n/a	-999	-999	n/a	n/a	n/a	n/a	2	PAL1	0	R1238N
610.769	10.928	666458	TRIAL	n/a	-999	-999	n/a	n/a	n/a	n/a	3	PAL1	0	R1238N
621.697	0.007	677385	ENCODING_START	n/a	-999	-999	n/a	n/a	n/a	n/a	3	PAL1	0	R1238N
621.704	0.266	677392	STUDY_ORIENT	n/a	1	1	SERPIENTE	n/a	ESPONJA	SERPIENTE	3	PAL1	0	R1238N
621.97	0.634	677658	STUDY_ORIENT_OFF	n/a	1	1	SERPIENTE	n/a	ESPONJA	SERPIENTE	3	PAL1	0	R1238N
622.604	4.017	678292	STUDY_PAIR	n/a	1	1	SERPIENTE	n/a	ESPONJA	SERPIENTE	3	PAL1	0	R1238N
626.621	1.017	682309	PAIR_OFF	n/a	1	1	SERPIENTE	n/a	ESPONJA	SERPIENTE	3	PAL1	0	R1238N
627.638	0.266	683326	STUDY_ORIENT	n/a	2	2	SEMILLA	ANZUELO	SOL	SEMILLA	3	PAL1	0	R1238N
627.904	0.583	683592	STUDY_ORIENT_OFF	n/a	2	2	SEMILLA	ANZUELO	SOL	SEMILLA	3	PAL1	0	R1238N
628.487	4.018	684175	STUDY_PAIR	n/a	2	2	SEMILLA	ANZUELO	SOL	SEMILLA	3	PAL1	0	R1238N
632.505	1.017	688193	PAIR_OFF	n/a	2	2	SEMILLA	ANZUELO	SOL	SEMILLA	3	PAL1	0	R1238N
633.522	0.267	689210	STUDY_ORIENT	n/a	3	3	BOLIGRAFO	SERPIENTE	BOLIGRAFO	ANZUELO	3	PAL1	0	R1238N
633.789	0.565	689477	STUDY_ORIENT_OFF	n/a	3	3	BOLIGRAFO	SERPIENTE	BOLIGRAFO	ANZUELO	3	PAL1	0	R1238N
634.354	4.017	690042	STUDY_PAIR	n/a	3	3	BOLIGRAFO	SERPIENTE	BOLIGRAFO	ANZUELO	3	PAL1	0	R1238N
638.371	1.0	694059	PAIR_OFF	n/a	3	3	BOLIGRAFO	SERPIENTE	BOLIGRAFO	ANZUELO	3	PAL1	0	R1238N
639.371	0.0	695059	ENCODING_END	n/a	-999	-999	n/a	n/a	n/a	n/a	3	PAL1	0	R1238N
639.371	8.969	695059	MATH_START	n/a	-999	-999	n/a	n/a	n/a	n/a	3	PAL1	0	R1238N
648.34	0.0	704028	MATH_END	n/a	-999	-999	n/a	n/a	n/a	n/a	3	PAL1	0	R1238N
648.34	0.016	704028	RECALL_START	n/a	-999	-999	n/a	n/a	n/a	n/a	3	PAL1	0	R1238N
648.356	0.268	704044	TEST_ORIENT	n/a	1	1	SERPIENTE	n/a	ESPONJA	SERPIENTE	3	PAL1	0	R1238N
648.624	0.566	704312	RETRIEVAL_ORIENT_OFF	n/a	-999	-999	n/a	n/a	n/a	n/a	3	PAL1	0	R1238N
649.19	0.001	704878	TEST_PROBE	n/a	1	1	SERPIENTE	n/a	ESPONJA	SERPIENTE	3	PAL1	0	R1238N
649.191	3.961	704879	REC_START	n/a	1	-999	n/a	n/a	n/a	n/a	3	PAL1	0	R1238N
653.152	0.055	708840	REC_EVENT	3961	1	1	SERPIENTE	<>	ESPONJA	SERPIENTE	3	PAL1	0	R1238N
653.207	1.001	708895	PROBE_OFF	n/a	1	-999	n/a	n/a	n/a	n/a	3	PAL1	0	R1238N
654.208	0.016	709896	REC_END	n/a	1	-999	n/a	n/a	n/a	n/a	3	PAL1	0	R1238N
654.224	0.266	709912	TEST_ORIENT	n/a	2	2	SEMILLA	ANZUELO	SOL	SEMILLA	3	PAL1	0	R1238N
654.49	0.617	710178	RETRIEVAL_ORIENT_OFF	n/a	1	-999	n/a	n/a	n/a	n/a	3	PAL1	0	R1238N
655.107	0.001	710795	TEST_PROBE	n/a	2	2	SEMILLA	ANZUELO	SOL	SEMILLA	3	PAL1	0	R1238N
655.108	1.236	710796	REC_START	n/a	2	-999	n/a	ANZUELO	n/a	n/a	3	PAL1	0	R1238N
656.344	2.78	712032	REC_EVENT	1236	2	2	SEMILLA	ANZUELO	SOL	SEMILLA	3	PAL1	0	R1238N
659.124	1.0	714812	PROBE_OFF	n/a	2	-999	n/a	n/a	n/a	n/a	3	PAL1	0	R1238N
660.124	0.017	715812	REC_END	n/a	2	-999	n/a	n/a	n/a	n/a	3	PAL1	0	R1238N
660.141	0.267	715829	TEST_ORIENT	n/a	3	3	BOLIGRAFO	SERPIENTE	BOLIGRAFO	ANZUELO	3	PAL1	0	R1238N
660.408	0.717	716096	RETRIEVAL_ORIENT_OFF	n/a	2	-999	n/a	n/a	n/a	n/a	3	PAL1	0	R1238N
661.125	0.0	716812	TEST_PROBE	n/a	3	3	BOLIGRAFO	SERPIENTE	BOLIGRAFO	ANZUELO	3	PAL1	0	R1238N
661.125	1.243	716812	REC_START	n/a	3	-999	n/a	SERPIENTE	n/a	n/a	3	PAL1	0	R1238N
662.368	2.774	718055	REC_EVENT	1243	3	3	BOLIGRAFO	ANZUELO	BOLIGRAFO	ANZUELO	3	PAL1	0	R1238N
665.142	0.058	720829	PROBE_OFF	n/a	3	-999	n/a	n/a	n/a	n/a	3	PAL1	0	R1238N
665.2	0.942	720887	REC_EVENT	4075	3	3	BOLIGRAFO	SERPIENTE	BOLIGRAFO	ANZUELO	3	PAL1	0	R1238N
666.142	0.005	721829	REC_END	n/a	3	-999	n/a	n/a	n/a	n/a	3	PAL1	0	R1238N
666.147	10.497	721834	RECALL_END	n/a	-999	-999	n/a	n/a	n/a	n/a	3	PAL1	0	R1238N
676.644	10.929	732331	TRIAL	n/a	-999	-999	n/a	n/a	n/a	n/a	4	PAL1	0	R1238N
687.573	0.006	743260	ENCODING_START	n/a	-999	-999	n/a	n/a	n/a	n/a	4	PAL1	0	R1238N
687.579	0.267	743266	STUDY_ORIENT	n/a	1	3	DIENTE	n/a	DIENTE	FRUTA	4	PAL1	0	R1238N
687.846	0.566	743533	STUDY_ORIENT_OFF	n/a	1	3	DIENTE	n/a	DIENTE	FRUTA	4	PAL1	0	R1238N
688.412	4.017	744099	STUDY_PAIR	n/a	1	3	DIENTE	n/a	DIENTE	FRUTA	4	PAL1	0	R1238N
692.429	1.017	748116	PAIR_OFF	n/a	1	3	DIENTE	n/a	DIENTE	FRUTA	4	PAL1	0	R1238N
693.446	0.267	749133	STUDY_ORIENT	n/a	2	2	VESTIDO	SERPIENTE	SILLA	VESTIDO	4	PAL1	0	R1238N
693.713	0.699	749400	STUDY_ORIENT_OFF	n/a	2	2	VESTIDO	SERPIENTE	SILLA	VESTIDO	4	PAL1	0	R1238N
694.412	4.018	750099	STUDY_PAIR	n/a	2	2	VESTIDO	SERPIENTE	SILLA	VESTIDO	4	PAL1	0	R1238N
698.43	1.016	754117	PAIR_OFF	n/a	2	2	VESTIDO	SERPIENTE	SILLA	VESTIDO	4	PAL1	0	R1238N
699.446	0.268	755133	STUDY_ORIENT	n/a	3	1	CAMISA	n/a	CAMISA	TAPETE	4	PAL1	0	R1238N
699.714	0.749	755401	STUDY_ORIENT_OFF	n/a	3	1	CAMISA	n/a	CAMISA	TAPETE	4	PAL1	0	R1238N
700.463	4.017	756150	STUDY_PAIR	n/a	3	1	CAMISA	n/a	CAMISA	TAPETE	4	PAL1	0	R1238N
704.48	1.0	760167	PAIR_OFF	n/a	3	1	CAMISA	n/a	CAMISA	TAPETE	4	PAL1	0	R1238N
705.48	0.0	761167	MATH_START	n/a	-999	-999	n/a	n/a	n/a	n/a	4	PAL1	0	R1238N
705.48	16.703	761167	ENCODING_END	n/a	-999	-999	n/a	n/a	n/a	n/a	4	PAL1	0	R1238N
722.183	0.0	777869	MATH_END	n/a	-999	-999	n/a	n/a	n/a	n/a	4	PAL1	0	R1238N
722.183	0.017	777869	RECALL_START	n/a	-999	-999	n/a	n/a	n/a	n/a	4	PAL1	0	R1238N
722.2	0.266	777886	TEST_ORIENT	n/a	3	1	CAMISA	n/a	CAMISA	TAPETE	4	PAL1	0	R1238N
722.466	0.7	778152	RETRIEVAL_ORIENT_OFF	n/a	-999	-999	n/a	n/a	n/a	n/a	4	PAL1	0	R1238N
723.166	0.001	778852	TEST_PROBE	n/a	3	1	CAMISA	n/a	CAMISA	TAPETE	4	PAL1	0	R1238N
723.167	1.981	778853	REC_START	n/a	3	-999	n/a	n/a	n/a	n/a	4	PAL1	0	R1238N
725.148	2.036	780834	REC_EVENT	1981	3	1	CAMISA	<>	CAMISA	TAPETE	4	PAL1	0	R1238N
727.184	1.0	782870	PROBE_OFF	n/a	3	-999	n/a	n/a	n/a	n/a	4	PAL1	0	R1238N
728.184	0.016	783870	REC_END	n/a	3	-999	n/a	n/a	n/a	n/a	4	PAL1	0	R1238N
728.2	0.267	783886	TEST_ORIENT	n/a	2	2	VESTIDO	SERPIENTE	SILLA	VESTIDO	4	PAL1	0	R1238N
728.467	0.583	784153	RETRIEVAL_ORIENT_OFF	n/a	3	-999	n/a	n/a	n/a	n/a	4	PAL1	0	R1238N
729.05	0.001	784736	TEST_PROBE	n/a	2	2	VESTIDO	SERPIENTE	SILLA	VESTIDO	4	PAL1	0	R1238N
729.051	1.418	784737	REC_START	n/a	2	-999	n/a	SERPIENTE	n/a	n/a	4	PAL1	0	R1238N
730.469	2.615	786155	REC_EVENT	1418	2	2	VESTIDO	SERPIENTE	SILLA	VESTIDO	4	PAL1	0	R1238N
733.084	1.003	788770	PROBE_OFF	n/a	2	-999	n/a	n/a	n/a	n/a	4	PAL1	0	R1238N
734.087	0.014	789773	REC_END	n/a	2	-999	n/a	n/a	n/a	n/a	4	PAL1	0	R1238N
734.101	0.267	789787	TEST_ORIENT	n/a	1	3	DIENTE	n/a	DIENTE	FRUTA	4	PAL1	0	R1238N
734.368	0.75	790054	RETRIEVAL_ORIENT_OFF	n/a	2	-999	n/a	n/a	n/a	n/a	4	PAL1	0	R1238N
735.118	0.0	790804	TEST_PROBE	n/a	1	3	DIENTE	n/a	DIENTE	FRUTA	4	PAL1	0	R1238N
735.118	4.017	790804	REC_START	n/a	1	-999	n/a	n/a	n/a	n/a	4	PAL1	0	R1238N
739.135	0.766	794821	PROBE_OFF	n/a	1	-999	n/a	n/a	n/a	n/a	4	PAL1	0	R1238N
739.901	0.235	795587	REC_EVENT	4783	1	3	DIENTE	<>	DIENTE	FRUTA	4	PAL1	0	R1238N
740.136	0.004	795822	REC_END	n/a	1	-999	n/a	n/a	n/a	n/a	4	PAL1	0	R1238N
740.14	14.682	795826	RECALL_END	n/a	-999	-999	n/a	n/a	n/a	n/a	4	PAL1	0	R1238N
754.822	10.929	810508	TRIAL	n/a	-999	-999	n/a	n/a	n/a	n/a	5	PAL1	0	R1238N
765.751	0.005	821436	ENCODING_START	n/a	-999	-999	n/a	n/a	n/a	n/a	5	PAL1	0	R1238N
765.756	0.267	821441	STUDY_ORIENT	n/a	1	3	SIGNO	n/a	SIGNO	CARCEL	5	PAL1	0	R1238N
766.023	0.7	821708	STUDY_ORIENT_OFF	n/a	1	3	SIGNO	n/a	SIGNO	CARCEL	5	PAL1	0	R1238N
766.723	4.017	822408	STUDY_PAIR	n/a	1	3	SIGNO	n/a	SIGNO	CARCEL	5	PAL1	0	R1238N
770.74	1.017	826425	PAIR_OFF	n/a	1	3	SIGNO	n/a	SIGNO	CARCEL	5	PAL1	0	R1238N
771.757	0.267	827442	STUDY_ORIENT	n/a	2	2	ESCUDO	ESCUDO	LLUVIA	ESCUDO	5	PAL1	0	R1238N
772.024	0.767	827709	STUDY_ORIENT_OFF	n/a	2	2	ESCUDO	ESCUDO	LLUVIA	ESCUDO	5	PAL1	0	R1238N
772.791	4.017	828476	STUDY_PAIR	n/a	2	2	ESCUDO	ESCUDO	LLUVIA	ESCUDO	5	PAL1	0	R1238N
776.808	1.017	832493	PAIR_OFF	n/a	2	2	ESCUDO	ESCUDO	LLUVIA	ESCUDO	5	PAL1	0	R1238N
777.825	0.265	833510	STUDY_ORIENT	n/a	3	1	VENADO	VESTIDO	VENADO	VELA	5	PAL1	0	R1238N
