onset	duration	sample	trial_type	response_time	serialpos	probepos	probe_word	resp_word	study_1	study_2	list	experiment	session	subject
778.09	0.518	833775	STUDY_ORIENT_OFF	n/a	3	1	VENADO	VESTIDO	VENADO	VELA	5	PAL1	0	R1238N
778.608	4.017	834293	STUDY_PAIR	n/a	3	1	VENADO	VESTIDO	VENADO	VELA	5	PAL1	0	R1238N
782.625	1.001	838310	PAIR_OFF	n/a	3	1	VENADO	VESTIDO	VENADO	VELA	5	PAL1	0	R1238N
783.626	0.0	839311	ENCODING_END	n/a	-999	-999	n/a	n/a	n/a	n/a	5	PAL1	0	R1238N
783.626	20.952	839311	MATH_START	n/a	-999	-999	n/a	n/a	n/a	n/a	5	PAL1	0	R1238N
804.578	0.001	860263	MATH_END	n/a	-999	-999	n/a	n/a	n/a	n/a	5	PAL1	0	R1238N
804.579	0.016	860264	RECALL_START	n/a	-999	-999	n/a	n/a	n/a	n/a	5	PAL1	0	R1238N
804.595	0.267	860280	TEST_ORIENT	n/a	3	1	VENADO	VESTIDO	VENADO	VELA	5	PAL1	0	R1238N
804.862	0.633	860547	RETRIEVAL_ORIENT_OFF	n/a	-999	-999	n/a	n/a	n/a	n/a	5	PAL1	0	R1238N
805.495	0.001	861180	TEST_PROBE	n/a	3	1	VENADO	VESTIDO	VENADO	VELA	5	PAL1	0	R1238N
805.496	1.482	861181	REC_START	n/a	3	-999	n/a	VESTIDO	n/a	n/a	5	PAL1	0	R1238N
806.978	2.301	862663	REC_EVENT	1482	3	1	VENADO	<>	VENADO	VELA	5	PAL1	0	R1238N
809.279	0.233	864963	REC_EVENT	3783	3	1	VENADO	VESTIDO	VENADO	VELA	5	PAL1	0	R1238N
809.512	1.0	865196	PROBE_OFF	n/a	3	-999	n/a	n/a	n/a	n/a	5	PAL1	0	R1238N
810.512	0.017	866196	REC_END	n/a	3	-999	n/a	n/a	n/a	n/a	5	PAL1	0	R1238N
810.529	0.267	866213	TEST_ORIENT	n/a	2	2	ESCUDO	ESCUDO	LLUVIA	ESCUDO	5	PAL1	0	R1238N
810.796	0.582	866480	RETRIEVAL_ORIENT_OFF	n/a	3	-999	n/a	n/a	n/a	n/a	5	PAL1	0	R1238N
811.378	0.0	867062	TEST_PROBE	n/a	2	2	ESCUDO	ESCUDO	LLUVIA	ESCUDO	5	PAL1	0	R1238N
811.378	3.477	867062	REC_START	n/a	2	-999	n/a	ESCUDO	n/a	n/a	5	PAL1	0	R1238N
814.855	0.54	870539	REC_EVENT	3477	2	2	ESCUDO	ESCUDO	LLUVIA	ESCUDO	5	PAL1	0	R1238N
815.395	1.001	871079	PROBE_OFF	n/a	2	-999	n/a	n/a	n/a	n/a	5	PAL1	0	R1238N
816.396	0.016	872080	REC_END	n/a	2	-999	n/a	n/a	n/a	n/a	5	PAL1	0	R1238N
816.412	0.268	872096	TEST_ORIENT	n/a	1	3	SIGNO	n/a	SIGNO	CARCEL	5	PAL1	0	R1238N
816.68	0.532	872364	RETRIEVAL_ORIENT_OFF	n/a	2	-999	n/a	n/a	n/a	n/a	5	PAL1	0	R1238N
817.212	0.001	872896	TEST_PROBE	n/a	1	3	SIGNO	n/a	SIGNO	CARCEL	5	PAL1	0	R1238N
817.213	1.25	872897	REC_START	n/a	1	-999	n/a	n/a	n/a	n/a	5	PAL1	0	R1238N
818.463	1.0	874147	REC_EVENT	1250	1	3	SIGNO	<>	SIGNO	CARCEL	5	PAL1	0	R1238N
819.463	1.0	875147	REC_EVENT	2250	1	3	SIGNO	<>	SIGNO	CARCEL	5	PAL1	0	R1238N
820.463	0.767	876147	REC_EVENT	3250	1	3	SIGNO	<>	SIGNO	CARCEL	5	PAL1	0	R1238N
821.23	1.012	876914	PROBE_OFF	n/a	1	-999	n/a	n/a	n/a	n/a	5	PAL1	0	R1238N
822.242	0.003	877926	REC_END	n/a	1	-999	n/a	n/a	n/a	n/a	5	PAL1	0	R1238N
822.245	6.102	877929	RECALL_END	n/a	-999	-999	n/a	n/a	n/a	n/a	5	PAL1	0	R1238N
828.347	10.928	884031	TRIAL	n/a	-999	-999	n/a	n/a	n/a	n/a	6	PAL1	0	R1238N
839.275	0.007	894959	ENCODING_START	n/a	-999	-999	n/a	n/a	n/a	n/a	6	PAL1	0	R1238N
839.282	0.268	894966	STUDY_ORIENT	n/a	1	3	HIELO	ARROZ	FILETE	HIELO	6	PAL1	0	R1238N
839.55	0.715	895234	STUDY_ORIENT_OFF	n/a	1	3	HIELO	ARROZ	FILETE	HIELO	6	PAL1	0	R1238N
840.265	4.018	895949	STUDY_PAIR	n/a	1	3	HIELO	ARROZ	FILETE	HIELO	6	PAL1	0	R1238N
844.283	1.016	899967	PAIR_OFF	n/a	1	3	HIELO	ARROZ	FILETE	HIELO	6	PAL1	0	R1238N
845.299	0.268	900983	STUDY_ORIENT	n/a	2	2	COPA	TORMENTA	COPA	ARCA	6	PAL1	0	R1238N
845.567	0.766	901251	STUDY_ORIENT_OFF	n/a	2	2	COPA	TORMENTA	COPA	ARCA	6	PAL1	0	R1238N
846.333	4.017	902017	STUDY_PAIR	n/a	2	2	COPA	TORMENTA	COPA	ARCA	6	PAL1	0	R1238N
850.35	1.017	906034	PAIR_OFF	n/a	2	2	COPA	TORMENTA	COPA	ARCA	6	PAL1	0	R1238N
851.367	0.268	907051	STUDY_ORIENT	n/a	3	1	ARROZ	ARROZ	ARROZ	TORMENTA	6	PAL1	0	R1238N
851.635	0.532	907319	STUDY_ORIENT_OFF	n/a	3	1	ARROZ	ARROZ	ARROZ	TORMENTA	6	PAL1	0	R1238N
852.167	4.017	907851	STUDY_PAIR	n/a	3	1	ARROZ	ARROZ	ARROZ	TORMENTA	6	PAL1	0	R1238N
856.184	1.001	911868	PAIR_OFF	n/a	3	1	ARROZ	ARROZ	ARROZ	TORMENTA	6	PAL1	0	R1238N
857.185	0.0	912868	MATH_START	n/a	-999	-999	n/a	n/a	n/a	n/a	6	PAL1	0	R1238N
857.185	6.384	912868	ENCODING_END	n/a	-999	-999	n/a	n/a	n/a	n/a	6	PAL1	0	R1238N
863.569	0.001	919252	MATH_END	n/a	-999	-999	n/a	n/a	n/a	n/a	6	PAL1	0	R1238N
863.57	0.016	919253	RECALL_START	n/a	-999	-999	n/a	n/a	n/a	n/a	6	PAL1	0	R1238N
863.586	0.267	919269	TEST_ORIENT	n/a	3	1	ARROZ	ARROZ	ARROZ	TORMENTA	6	PAL1	0	R1238N
863.853	0.532	919536	RETRIEVAL_ORIENT_OFF	n/a	-999	-999	n/a	n/a	n/a	n/a	6	PAL1	0	R1238N
864.385	0.001	920068	TEST_PROBE	n/a	3	1	ARROZ	ARROZ	ARROZ	TORMENTA	6	PAL1	0	R1238N
864.386	1.139	920069	REC_START	n/a	3	-999	n/a	ARROZ	n/a	n/a	6	PAL1	0	R1238N
865.525	1.0	921208	REC_EVENT	1139	3	1	ARROZ	ARROZ	ARROZ	TORMENTA	6	PAL1	0	R1238N
866.525	1.0	922208	REC_EVENT	2139	3	1	ARROZ	<>	ARROZ	TORMENTA	6	PAL1	0	R1238N
867.525	0.878	923208	REC_EVENT	3139	3	1	ARROZ	<>	ARROZ	TORMENTA	6	PAL1	0	R1238N
868.403	1.0	924086	PROBE_OFF	n/a	3	-999	n/a	n/a	n/a	n/a	6	PAL1	0	R1238N
869.403	0.016	925086	REC_END	n/a	3	-999	n/a	n/a	n/a	n/a	6	PAL1	0	R1238N
869.419	0.251	925102	TEST_ORIENT	n/a	2	2	COPA	TORMENTA	COPA	ARCA	6	PAL1	0	R1238N
869.67	0.583	925353	RETRIEVAL_ORIENT_OFF	n/a	3	-999	n/a	n/a	n/a	n/a	6	PAL1	0	R1238N
870.253	0.0	925936	REC_START	n/a	2	-999	n/a	TORMENTA	n/a	n/a	6	PAL1	0	R1238N
870.253	1.508	925936	TEST_PROBE	n/a	2	2	COPA	TORMENTA	COPA	ARCA	6	PAL1	0	R1238N
871.761	0.434	927444	REC_EVENT	1508	2	2	COPA	NO	COPA	ARCA	6	PAL1	0	R1238N
872.195	2.033	927878	REC_EVENT	1942	2	2	COPA	TORMENTA	COPA	ARCA	6	PAL1	0	R1238N
874.228	0.042	929911	REC_EVENT	3975	2	2	COPA	TORMENTA	COPA	ARCA	6	PAL1	0	R1238N
874.27	1.0	929953	PROBE_OFF	n/a	2	-999	n/a	n/a	n/a	n/a	6	PAL1	0	R1238N
875.27	0.017	930953	REC_END	n/a	2	-999	n/a	n/a	n/a	n/a	6	PAL1	0	R1238N
875.287	0.268	930970	TEST_ORIENT	n/a	1	3	HIELO	ARROZ	FILETE	HIELO	6	PAL1	0	R1238N
875.555	0.615	931238	RETRIEVAL_ORIENT_OFF	n/a	2	-999	n/a	n/a	n/a	n/a	6	PAL1	0	R1238N
876.17	0.001	931853	TEST_PROBE	n/a	1	3	HIELO	ARROZ	FILETE	HIELO	6	PAL1	0	R1238N
876.171	2.911	931854	REC_START	n/a	1	-999	n/a	ARROZ	n/a	n/a	6	PAL1	0	R1238N
879.082	0.624	934765	REC_EVENT	2911	1	3	HIELO	HIELO	FILETE	HIELO	6	PAL1	0	R1238N
879.706	0.482	935389	REC_EVENT	3535	1	3	HIELO	ARROZ	FILETE	HIELO	6	PAL1	0	R1238N
880.188	1.0	935871	PROBE_OFF	n/a	1	-999	n/a	n/a	n/a	n/a	6	PAL1	0	R1238N
881.188	0.005	936871	REC_END	n/a	1	-999	n/a	n/a	n/a	n/a	6	PAL1	0	R1238N
881.193	9.58	936876	RECALL_END	n/a	-999	-999	n/a	n/a	n/a	n/a	6	PAL1	0	R1238N
890.773	10.928	946456	TRIAL	n/a	-999	-999	n/a	n/a	n/a	n/a	7	PAL1	0	R1238N
901.701	0.007	957384	ENCODING_START	n/a	-999	-999	n/a	n/a	n/a	n/a	7	PAL1	0	R1238N
901.708	0.267	957391	STUDY_ORIENT	n/a	1	3	BOLSO	n/a	BOLSO	ZAPATO	7	PAL1	0	R1238N
901.975	0.6	957658	STUDY_ORIENT_OFF	n/a	1	3	BOLSO	n/a	BOLSO	ZAPATO	7	PAL1	0	R1238N
902.575	4.017	958258	STUDY_PAIR	n/a	1	3	BOLSO	n/a	BOLSO	ZAPATO	7	PAL1	0	R1238N
906.592	1.017	962274	PAIR_OFF	n/a	1	3	BOLSO	n/a	BOLSO	ZAPATO	7	PAL1	0	R1238N
907.609	0.267	963291	STUDY_ORIENT	n/a	2	2	AGUANIEVE	n/a	AGUANIEVE	TABURETE	7	PAL1	0	R1238N
907.876	0.766	963558	STUDY_ORIENT_OFF	n/a	2	2	AGUANIEVE	n/a	AGUANIEVE	TABURETE	7	PAL1	0	R1238N
908.642	4.018	964324	STUDY_PAIR	n/a	2	2	AGUANIEVE	n/a	AGUANIEVE	TABURETE	7	PAL1	0	R1238N
912.66	1.016	968342	PAIR_OFF	n/a	2	2	AGUANIEVE	n/a	AGUANIEVE	TABURETE	7	PAL1	0	R1238N
913.676	0.267	969358	STUDY_ORIENT	n/a	3	1	DIENTES	n/a	ARBOL	DIENTES	7	PAL1	0	R1238N
913.943	0.767	969625	STUDY_ORIENT_OFF	n/a	3	1	DIENTES	n/a	ARBOL	DIENTES	7	PAL1	0	R1238N
914.71	4.017	970392	STUDY_PAIR	n/a	3	1	DIENTES	n/a	ARBOL	DIENTES	7	PAL1	0	R1238N
918.727	1.0	974409	PAIR_OFF	n/a	3	1	DIENTES	n/a	ARBOL	DIENTES	7	PAL1	0	R1238N
919.727	0.0	975409	ENCODING_END	n/a	-999	-999	n/a	n/a	n/a	n/a	7	PAL1	0	R1238N
919.727	20.669	975409	MATH_START	n/a	-999	-999	n/a	n/a	n/a	n/a	7	PAL1	0	R1238N
940.396	0.0	996078	MATH_END	n/a	-999	-999	n/a	n/a	n/a	n/a	7	PAL1	0	R1238N
940.396	0.016	996078	RECALL_START	n/a	-999	-999	n/a	n/a	n/a	n/a	7	PAL1	0	R1238N
940.412	0.268	996094	TEST_ORIENT	n/a	3	1	DIENTES	n/a	ARBOL	DIENTES	7	PAL1	0	R1238N
940.68	0.749	996362	RETRIEVAL_ORIENT_OFF	n/a	-999	-999	n/a	n/a	n/a	n/a	7	PAL1	0	R1238N
941.429	0.001	997111	TEST_PROBE	n/a	3	1	DIENTES	n/a	ARBOL	DIENTES	7	PAL1	0	R1238N
941.43	3.573	997112	REC_START	n/a	3	-999	n/a	n/a	n/a	n/a	7	PAL1	0	R1238N
945.003	0.443	1000685	REC_EVENT	3573	3	1	DIENTES	<>	ARBOL	DIENTES	7	PAL1	0	R1238N
945.446	1.0	1001128	PROBE_OFF	n/a	3	-999	n/a	n/a	n/a	n/a	7	PAL1	0	R1238N
946.446	0.017	1002128	REC_END	n/a	3	-999	n/a	n/a	n/a	n/a	7	PAL1	0	R1238N
946.463	0.268	1002145	TEST_ORIENT	n/a	2	2	AGUANIEVE	n/a	AGUANIEVE	TABURETE	7	PAL1	0	R1238N
946.731	0.749	1002413	RETRIEVAL_ORIENT_OFF	n/a	3	-999	n/a	n/a	n/a	n/a	7	PAL1	0	R1238N
947.48	0.0	1003162	TEST_PROBE	n/a	2	2	AGUANIEVE	n/a	AGUANIEVE	TABURETE	7	PAL1	0	R1238N
947.48	4.018	1003162	REC_START	n/a	2	-999	n/a	n/a	n/a	n/a	7	PAL1	0	R1238N
951.498	0.834	1007180	PROBE_OFF	n/a	2	-999	n/a	n/a	n/a	n/a	7	PAL1	0	R1238N
952.332	0.166	1008014	REC_EVENT	4852	2	2	AGUANIEVE	<>	AGUANIEVE	TABURETE	7	PAL1	0	R1238N
952.498	0.017	1008180	REC_END	n/a	2	-999	n/a	n/a	n/a	n/a	7	PAL1	0	R1238N
952.515	0.267	1008197	TEST_ORIENT	n/a	1	3	BOLSO	n/a	BOLSO	ZAPATO	7	PAL1	0	R1238N
952.782	0.632	1008464	RETRIEVAL_ORIENT_OFF	n/a	2	-999	n/a	n/a	n/a	n/a	7	PAL1	0	R1238N
953.414	0.001	1009096	TEST_PROBE	n/a	1	3	BOLSO	n/a	BOLSO	ZAPATO	7	PAL1	0	R1238N
953.415	4.016	1009097	REC_START	n/a	1	-999	n/a	n/a	n/a	n/a	7	PAL1	0	R1238N
957.431	0.836	1013112	PROBE_OFF	n/a	1	-999	n/a	n/a	n/a	n/a	7	PAL1	0	R1238N
958.267	0.165	1013948	REC_EVENT	4852	1	3	BOLSO	<>	BOLSO	ZAPATO	7	PAL1	0	R1238N
958.432	0.004	1014113	REC_END	n/a	1	-999	n/a	n/a	n/a	n/a	7	PAL1	0	R1238N
958.436	9.198	1014117	RECALL_END	n/a	-999	-999	n/a	n/a	n/a	n/a	7	PAL1	0	R1238N
967.634	10.929	1023315	TRIAL	n/a	-999	-999	n/a	n/a	n/a	n/a	8	PAL1	0	R1238N
978.563	0.006	1034244	ENCODING_START	n/a	-999	-999	n/a	n/a	n/a	n/a	8	PAL1	0	R1238N
978.569	0.266	1034250	STUDY_ORIENT	n/a	1	3	PERLA	n/a	PERLA	CARACOL	8	PAL1	0	R1238N
978.835	0.616	1034516	STUDY_ORIENT_OFF	n/a	1	3	PERLA	n/a	PERLA	CARACOL	8	PAL1	0	R1238N
979.451	4.017	1035132	STUDY_PAIR	n/a	1	3	PERLA	n/a	PERLA	CARACOL	8	PAL1	0	R1238N
983.468	1.017	1039149	PAIR_OFF	n/a	1	3	PERLA	n/a	PERLA	CARACOL	8	PAL1	0	R1238N
984.485	0.268	1040166	STUDY_ORIENT	n/a	2	2	PIERNA	n/a	GUSANO	PIERNA	8	PAL1	0	R1238N
984.753	0.582	1040434	STUDY_ORIENT_OFF	n/a	2	2	PIERNA	n/a	GUSANO	PIERNA	8	PAL1	0	R1238N
985.335	4.017	1041016	STUDY_PAIR	n/a	2	2	PIERNA	n/a	GUSANO	PIERNA	8	PAL1	0	R1238N
989.352	1.017	1045033	PAIR_OFF	n/a	2	2	PIERNA	n/a	GUSANO	PIERNA	8	PAL1	0	R1238N
990.369	0.268	1046050	STUDY_ORIENT	n/a	3	1	ASIENTO	CARACOL	ASIENTO	SOMBRERO	8	PAL1	0	R1238N
990.637	0.699	1046318	STUDY_ORIENT_OFF	n/a	3	1	ASIENTO	CARACOL	ASIENTO	SOMBRERO	8	PAL1	0	R1238N
991.336	4.017	1047017	STUDY_PAIR	n/a	3	1	ASIENTO	CARACOL	ASIENTO	SOMBRERO	8	PAL1	0	R1238N
995.353	1.0	1051034	PAIR_OFF	n/a	3	1	ASIENTO	CARACOL	ASIENTO	SOMBRERO	8	PAL1	0	R1238N
996.353	0.0	1052034	ENCODING_END	n/a	-999	-999	n/a	n/a	n/a	n/a	8	PAL1	0	R1238N
996.353	13.203	1052034	MATH_START	n/a	-999	-999	n/a	n/a	n/a	n/a	8	PAL1	0	R1238N
1009.556	0.0	1065236	MATH_END	n/a	-999	-999	n/a	n/a	n/a	n/a	8	PAL1	0	R1238N
1009.556	0.017	1065236	RECALL_START	n/a	-999	-999	n/a	n/a	n/a	n/a	8	PAL1	0	R1238N
1009.573	0.266	1065253	TEST_ORIENT	n/a	3	1	ASIENTO	CARACOL	ASIENTO	SOMBRERO	8	PAL1	0	R1238N
1009.839	0.667	1065519	RETRIEVAL_ORIENT_OFF	n/a	-999	-999	n/a	n/a	n/a	n/a	8	PAL1	0	R1238N
1010.506	0.001	1066186	TEST_PROBE	n/a	3	1	ASIENTO	CARACOL	ASIENTO	SOMBRERO	8	PAL1	0	R1238N
1010.507	2.33	1066187	REC_START	n/a	3	-999	n/a	CARACOL	n/a	n/a	8	PAL1	0	R1238N
1012.837	1.686	1068517	REC_EVENT	2330	3	1	ASIENTO	CARACOL	ASIENTO	SOMBRERO	8	PAL1	0	R1238N
1014.523	1.0	1070203	PROBE_OFF	n/a	3	-999	n/a	n/a	n/a	n/a	8	PAL1	0	R1238N
1015.523	0.017	1071203	REC_END	n/a	3	-999	n/a	n/a	n/a	n/a	8	PAL1	0	R1238N
1015.54	0.267	1071220	TEST_ORIENT	n/a	2	2	PIERNA	n/a	GUSANO	PIERNA	8	PAL1	0	R1238N
1015.807	0.632	1071487	RETRIEVAL_ORIENT_OFF	n/a	3	-999	n/a	n/a	n/a	n/a	8	PAL1	0	R1238N
1016.439	0.001	1072119	TEST_PROBE	n/a	2	2	PIERNA	n/a	GUSANO	PIERNA	8	PAL1	0	R1238N
1016.44	4.017	1072120	REC_START	n/a	2	-999	n/a	n/a	n/a	n/a	8	PAL1	0	R1238N
1020.457	0.766	1076137	PROBE_OFF	n/a	2	-999	n/a	n/a	n/a	n/a	8	PAL1	0	R1238N
1021.223	0.234	1076903	REC_EVENT	4783	2	2	PIERNA	<>	GUSANO	PIERNA	8	PAL1	0	R1238N
1021.457	0.016	1077137	REC_END	n/a	2	-999	n/a	n/a	n/a	n/a	8	PAL1	0	R1238N
1021.473	0.268	1077153	TEST_ORIENT	n/a	1	3	PERLA	n/a	PERLA	CARACOL	8	PAL1	0	R1238N
1021.741	0.566	1077421	RETRIEVAL_ORIENT_OFF	n/a	2	-999	n/a	n/a	n/a	n/a	8	PAL1	0	R1238N
1022.307	0.0	1077987	TEST_PROBE	n/a	1	3	PERLA	n/a	PERLA	CARACOL	8	PAL1	0	R1238N
1022.307	4.017	1077987	REC_START	n/a	1	-999	n/a	n/a	n/a	n/a	8	PAL1	0	R1238N
1026.324	0.859	1082004	PROBE_OFF	n/a	1	-999	n/a	n/a	n/a	n/a	8	PAL1	0	R1238N
1027.183	0.141	1082863	REC_EVENT	4876	1	3	PERLA	<>	PERLA	CARACOL	8	PAL1	0	R1238N
1027.324	0.005	1083004	REC_END	n/a	1	-999	n/a	n/a	n/a	n/a	8	PAL1	0	R1238N
1027.329	55.654	1083009	RECALL_END	n/a	-999	-999	n/a	n/a	n/a	n/a	8	PAL1	0	R1238N
1082.983	10.928	1138662	TRIAL	n/a	-999	-999	n/a	n/a	n/a	n/a	9	PAL1	0	R1238N
1093.911	0.006	1149590	ENCODING_START	n/a	-999	-999	n/a	n/a	n/a	n/a	9	PAL1	0	R1238N
1093.917	0.266	1149596	STUDY_ORIENT	n/a	1	1	ESCRITORIO	BANDERA	VID	ESCRITORIO	9	PAL1	0	R1238N
1094.183	0.518	1149862	STUDY_ORIENT_OFF	n/a	1	1	ESCRITORIO	BANDERA	VID	ESCRITORIO	9	PAL1	0	R1238N
1094.701	4.017	1150380	STUDY_PAIR	n/a	1	1	ESCRITORIO	BANDERA	VID	ESCRITORIO	9	PAL1	0	R1238N
1098.718	1.017	1154397	PAIR_OFF	n/a	1	1	ESCRITORIO	BANDERA	VID	ESCRITORIO	9	PAL1	0	R1238N
1099.735	0.267	1155414	STUDY_ORIENT	n/a	2	2	BANDERA	BANDERA	MUNDO	BANDERA	9	PAL1	0	R1238N
1100.002	0.7	1155681	STUDY_ORIENT_OFF	n/a	2	2	BANDERA	BANDERA	MUNDO	BANDERA	9	PAL1	0	R1238N
1100.702	4.017	1156381	STUDY_PAIR	n/a	2	2	BANDERA	BANDERA	MUNDO	BANDERA	9	PAL1	0	R1238N
1104.719	1.017	1160397	PAIR_OFF	n/a	2	2	BANDERA	BANDERA	MUNDO	BANDERA	9	PAL1	0	R1238N
1105.736	0.266	1161414	STUDY_ORIENT	n/a	3	3	MONO	MONEDA	MONEDA	MONO	9	PAL1	0	R1238N
1106.002	0.517	1161680	STUDY_ORIENT_OFF	n/a	3	3	MONO	MONEDA	MONEDA	MONO	9	PAL1	0	R1238N
1106.519	4.017	1162197	STUDY_PAIR	n/a	3	3	MONO	MONEDA	MONEDA	MONO	9	PAL1	0	R1238N
1110.536	1.0	1166214	PAIR_OFF	n/a	3	3	MONO	MONEDA	MONEDA	MONO	9	PAL1	0	R1238N
1111.536	0.0	1167214	ENCODING_END	n/a	-999	-999	n/a	n/a	n/a	n/a	9	PAL1	0	R1238N
1111.536	7.018	1167214	MATH_START	n/a	-999	-999	n/a	n/a	n/a	n/a	9	PAL1	0	R1238N
1118.554	0.0	1174232	MATH_END	n/a	-999	-999	n/a	n/a	n/a	n/a	9	PAL1	0	R1238N
1118.554	0.017	1174232	RECALL_START	n/a	-999	-999	n/a	n/a	n/a	n/a	9	PAL1	0	R1238N
1118.571	0.267	1174249	TEST_ORIENT	n/a	1	1	ESCRITORIO	BANDERA	VID	ESCRITORIO	9	PAL1	0	R1238N
1118.838	0.7	1174516	RETRIEVAL_ORIENT_OFF	n/a	-999	-999	n/a	n/a	n/a	n/a	9	PAL1	0	R1238N
1119.538	0.0	1175216	TEST_PROBE	n/a	1	1	ESCRITORIO	BANDERA	VID	ESCRITORIO	9	PAL1	0	R1238N
1119.538	1.706	1175216	REC_START	n/a	1	-999	n/a	BANDERA	n/a	n/a	9	PAL1	0	R1238N
1121.244	2.311	1176922	REC_EVENT	1706	1	1	ESCRITORIO	BANDERA	VID	ESCRITORIO	9	PAL1	0	R1238N
1123.555	1.0	1179233	PROBE_OFF	n/a	1	-999	n/a	n/a	n/a	n/a	9	PAL1	0	R1238N
1124.555	0.017	1180233	REC_END	n/a	1	-999	n/a	n/a	n/a	n/a	9	PAL1	0	R1238N
1124.572	0.266	1180250	TEST_ORIENT	n/a	2	2	BANDERA	BANDERA	MUNDO	BANDERA	9	PAL1	0	R1238N
1124.838	0.599	1180516	RETRIEVAL_ORIENT_OFF	n/a	1	-999	n/a	n/a	n/a	n/a	9	PAL1	0	R1238N
1125.437	0.001	1181115	TEST_PROBE	n/a	2	2	BANDERA	BANDERA	MUNDO	BANDERA	9	PAL1	0	R1238N
1125.438	2.147	1181116	REC_START	n/a	2	-999	n/a	BANDERA	n/a	n/a	9	PAL1	0	R1238N
1127.585	1.87	1183263	REC_EVENT	2147	2	2	BANDERA	BANDERA	MUNDO	BANDERA	9	PAL1	0	R1238N
1129.455	1.0	1185133	PROBE_OFF	n/a	2	-999	n/a	n/a	n/a	n/a	9	PAL1	0	R1238N
1130.455	0.016	1186133	REC_END	n/a	2	-999	n/a	n/a	n/a	n/a	9	PAL1	0	R1238N
1130.471	0.251	1186149	TEST_ORIENT	n/a	3	3	MONO	MONEDA	MONEDA	MONO	9	PAL1	0	R1238N
1130.722	0.583	1186400	RETRIEVAL_ORIENT_OFF	n/a	2	-999	n/a	n/a	n/a	n/a	9	PAL1	0	R1238N
1131.305	0.0	1186983	TEST_PROBE	n/a	3	3	MONO	MONEDA	MONEDA	MONO	9	PAL1	0	R1238N
1131.305	1.676	1186983	REC_START	n/a	3	-999	n/a	MONEDA	n/a	n/a	9	PAL1	0	R1238N
1132.981	0.878	1188659	REC_EVENT	1676	3	3	MONO	MONO	MONEDA	MONO	9	PAL1	0	R1238N
1133.859	1.463	1189537	REC_EVENT	2554	3	3	MONO	MONEDA	MONEDA	MONO	9	PAL1	0	R1238N
1135.322	1.001	1191000	PROBE_OFF	n/a	3	-999	n/a	n/a	n/a	n/a	9	PAL1	0	R1238N
1136.323	0.01	1192001	REC_END	n/a	3	-999	n/a	n/a	n/a	n/a	9	PAL1	0	R1238N
1136.333	32.461	1192011	RECALL_END	n/a	-999	-999	n/a	n/a	n/a	n/a	9	PAL1	0	R1238N
1168.794	10.929	1224471	TRIAL	n/a	-999	-999	n/a	n/a	n/a	n/a	10	PAL1	0	R1238N
1179.723	0.006	1235400	ENCODING_START	n/a	-999	-999	n/a	n/a	n/a	n/a	10	PAL1	0	R1238N
1179.729	0.267	1235406	STUDY_ORIENT	n/a	1	3	POLO	MONEDA	POLO	BANDEJA	10	PAL1	0	R1238N
1179.996	0.7	1235673	STUDY_ORIENT_OFF	n/a	1	3	POLO	MONEDA	POLO	BANDEJA	10	PAL1	0	R1238N
1180.696	4.017	1236373	STUDY_PAIR	n/a	1	3	POLO	MONEDA	POLO	BANDEJA	10	PAL1	0	R1238N
1184.713	1.017	1240390	PAIR_OFF	n/a	1	3	POLO	MONEDA	POLO	BANDEJA	10	PAL1	0	R1238N
1185.73	0.267	1241407	STUDY_ORIENT	n/a	2	2	PALO	n/a	PALO	PRINCIPE	10	PAL1	0	R1238N
1185.997	0.633	1241674	STUDY_ORIENT_OFF	n/a	2	2	PALO	n/a	PALO	PRINCIPE	10	PAL1	0	R1238N
1186.63	4.017	1242307	STUDY_PAIR	n/a	2	2	PALO	n/a	PALO	PRINCIPE	10	PAL1	0	R1238N
1190.647	1.017	1246324	PAIR_OFF	n/a	2	2	PALO	n/a	PALO	PRINCIPE	10	PAL1	0	R1238N
1191.664	0.267	1247341	STUDY_ORIENT	n/a	3	1	HACHA	n/a	HACHA	PASTEL	10	PAL1	0	R1238N
1191.931	0.7	1247608	STUDY_ORIENT_OFF	n/a	3	1	HACHA	n/a	HACHA	PASTEL	10	PAL1	0	R1238N
1192.631	4.017	1248308	STUDY_PAIR	n/a	3	1	HACHA	n/a	HACHA	PASTEL	10	PAL1	0	R1238N
1196.648	1.0	1252325	PAIR_OFF	n/a	3	1	HACHA	n/a	HACHA	PASTEL	10	PAL1	0	R1238N
1197.648	0.0	1253325	ENCODING_END	n/a	-999	-999	n/a	n/a	n/a	n/a	10	PAL1	0	R1238N
1197.648	10.051	1253325	MATH_START	n/a	-999	-999	n/a	n/a	n/a	n/a	10	PAL1	0	R1238N
1207.699	0.001	1263375	MATH_END	n/a	-999	-999	n/a	n/a	n/a	n/a	10	PAL1	0	R1238N
1207.7	0.016	1263376	RECALL_START	n/a	-999	-999	n/a	n/a	n/a	n/a	10	PAL1	0	R1238N
1207.716	0.267	1263392	TEST_ORIENT	n/a	3	1	HACHA	n/a	HACHA	PASTEL	10	PAL1	0	R1238N
1207.983	0.583	1263659	RETRIEVAL_ORIENT_OFF	n/a	-999	-999	n/a	n/a	n/a	n/a	10	PAL1	0	R1238N
1208.566	0.001	1264242	TEST_PROBE	n/a	3	1	HACHA	n/a	HACHA	PASTEL	10	PAL1	0	R1238N
