name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	ind.region
TG1	-39.7486	19.749	-47.5509257057695	-999	TG	L	grid	-35.0626	16.8043	-36.6592	temporalpole
TG2	-50.009	17.2173	-44.2395301290614	-999	TG	L	grid	-43.8059	11.6602	-33.8813	middletemporal
TG3	-55.8684	7.35859	-36.6591558401908	-999	TG	L	grid	-48.9516	2.71598	-27.7573	middletemporal
TG4	-60.2723	-1.86932	-33.4078096975981	-999	TG	L	grid	-53.5914	-4.73378	-23.2014	middletemporal
TG5	-64.8363	-11.5248	-28.6459327821534	-999	TG	L	grid	-56.1455	-13.4653	-17.1672	middletemporal
TG6	-69.127	-18.776	-24.8751771898006	-999	TG	L	grid	-61.433	-20.9682	-12.5889	middletemporal
TG7	-70.2121	-26.3608	-13.7411596812886	-999	TG	L	grid	-62.0432	-29.5402	-6.62217	middletemporal
TG8	-71.9572	-36.4502	-7.84304786650872	-999	TG	L	grid	-61.3204	-38.5976	-0.516893	middletemporal
TG9	-42.8522	27.1259	-40.2347322099477	-999	TG	L	grid	-37.7499	24.5866	-30.257	temporalpole
TG10	-49.209	21.7789	-32.7374531046328	-999	TG	L	grid	-45.0185	17.5159	-25.7947	superiortemporal
TG11	-57.4584	15.6507	-25.8444617895197	-999	TG	L	grid	-49.5908	9.8082	-20.0599	superiortemporal
TG12	-63.4184	4.27803	-23.9957063244742	-999	TG	L	grid	-53.508	1.22832	-15.1597	middletemporal
TG13	-67.8448	-4.19311	-18.3449299192255	-999	TG	L	grid	-57.4325	-6.42623	-9.44745	middletemporal
TG14	-69.7548	-13.343	-13.0226103719458	-999	TG	L	grid	-61.3197	-14.6725	-3.55174	middletemporal
TG15	-69.8286	-19.7459	-4.12083460414044	-999	TG	L	grid	-61.9598	-23.577	1.44228	superiortemporal
TG16	-69.5651	-31.0766	2.91150804872662	-999	TG	L	grid	-59.9412	-32.5013	8.03573	superiortemporal
TG18	-52.207	24.1411	-23.4647514159835	-999	TG	L	grid	-42.1645	21.6576	-16.1136	lateralorbitofrontal
TG19	-58.6331	18.0481	-15.5611104743615	-999	TG	L	grid	-48.785	14.64	-11.6738	superiortemporal
TG20	-62.9642	10.1961	-9.1411949891931	-999	TG	L	grid	-53.3948	7.52404	-6.12254	parsopercularis
TG21	-66.5385	2.92865	-1.91762175976972	-999	TG	L	grid	-55.9489	-1.20749	-0.0883418	superiortemporal
TG22	-68.5979	-5.64705	1.26079106079873	-999	TG	L	grid	-59.866	-9.76686	5.22252	postcentral
TG23	-69.2447	-13.1035	9.95578388742374	-999	TG	L	grid	-61.8095	-17.8277	11.566	postcentral
TG24	-68.274	-24.9917	12.9942312559163	-999	TG	L	grid	-61.1538	-26.6058	16.9185	supramarginal
TG26	-55.9141	26.2551	-14.2827625469789	-999	TG	L	grid	-44.8073	27.9227	-10.3397	parstriangularis
TG27	-58.6547	20.8555	-7.20203161412005	-999	TG	L	grid	-47.4432	21.3001	-3.86055	parstriangularis
TG28	-61.6846	15.1968	-0.808568798420908	-999	TG	L	grid	-51.9411	12.4227	2.51303	parsopercularis
TG29	-66.7775	7.5093	5.87722378772004	-999	TG	L	grid	-53.8845	4.36176	8.8565	precentral
TG30	-67.3222	0.231486	13.8147539368374	-999	TG	L	grid	-57.839	-3.60596	13.9834	postcentral
TG31	-68.2764	-10.6703	20.8915766105436	-999	TG	L	grid	-59.0599	-12.7956	20.6987	postcentral
TG32	-67.939	-20.4338	25.9359416206645	-999	TG	L	grid	-61.0033	-20.8566	27.0421	supramarginal
FG2	-42.9417	46.8715	-21.9190570645908	-999	FG	L	grid	-35.0285	49.2775	-15.9644	parsorbitalis
FG3	-51.4246	44.0441	-16.813590902313	-999	FG	L	grid	-43.0938	44.5204	-12.2135	parsorbitalis
FG4	-57.1357	37.211	-5.90567310080201	-999	FG	L	grid	-48.3441	36.4258	-7.4517	parstriangularis
FG5	-61.1935	26.6586	-1.54615324445092	-999	FG	L	grid	-49.6395	28.3923	-1.64592	parstriangularis
FG6	-62.4068	19.1485	2.14440429351988	-999	FG	L	grid	-51.5384	18.81	3.98074	parsopercularis
FG7	-63.2623	12.6292	8.73431749074237	-999	FG	L	grid	-52.7967	10.2111	10.498	parsopercularis
FG8	-64.7198	4.15759	19.6248664284003	-999	FG	L	grid	-54.6656	0.968384	17.2376	precentral
FG10	-45.0546	54.5998	-14.3908127032592	-999	FG	L	grid	-35.8019	56.8856	-10.6249	rostralmiddlefrontal
FG11	-50.1509	48.2912	-5.7777908909889	-999	FG	L	grid	-40.9922	49.4586	-3.87228	rostralmiddlefrontal
FG12	-53.8786	40.2136	3.14568636373102	-999	FG	L	grid	-44.9539	42.4137	2.0155	parstriangularis
FG13	-58.9181	32.1312	9.67504512557435	-999	FG	L	grid	-47.538	33.3703	7.48981	parstriangularis
FG14	-62.9479	23.9963	14.7660240294008	-999	FG	L	grid	-48.759	24.1806	14.205	parstriangularis
FG15	-63.0872	16.3147	18.5410483415142	-999	FG	L	grid	-51.3803	15.7281	19.4813	parsopercularis
FG16	-62.8062	9.8204	26.5936241128804	-999	FG	L	grid	-53.2865	7.07622	26.0229	precentral
FG18	-40.972	61.1592	-2.72291576276197	-999	FG	L	grid	-31.7564	61.9869	-2.27986	rostralmiddlefrontal
FG19	-48.0417	52.4082	3.92425723279696	-999	FG	L	grid	-37.632	55.1281	4.90529	rostralmiddlefrontal
FG20	-51.1438	45.7533	13.9802336949236	-999	FG	L	grid	-41.5864	47.1604	10.0321	rostralmiddlefrontal
FG21	-52.0203	35.6888	22.0416592669885	-999	FG	L	grid	-44.1033	37.8645	16.7962	rostralmiddlefrontal
FG22	-56.3191	28.248	24.6429682225586	-999	FG	L	grid	-45.3987	29.8567	23.1154	rostralmiddlefrontal
FG23	-58.8717	18.1242	28.7486345666604	-999	FG	L	grid	-49.2786	20.707	28.6384	parsopercularis
FG24	-55.6769	13.2912	36.1229537392336	-999	FG	L	grid	-50.5742	12.6992	34.9575	parsopercularis
FG26	-34.4841	62.3613	4.94974728579669	-999	FG	L	grid	-26.9514	65.4055	7.37403	rostralmiddlefrontal
FG27	-40.4784	54.1564	11.8838088733073	-999	FG	L	grid	-32.8941	58.7989	13.2694	rostralmiddlefrontal
FG28	-41.5206	50.8575	21.6482280644958	-999	FG	L	grid	-35.5599	51.8669	19.2411	rostralmiddlefrontal
FG29	-44.5016	40.0833	32.1362296063049	-999	FG	L	grid	-38.114	43.1619	25.8071	rostralmiddlefrontal
FG30	-48.9057	29.7481	35.3503219995656	-999	FG	L	grid	-40.6609	33.5275	31.4795	rostralmiddlefrontal
FG31	-51.2102	20.3075	40.4733558939007	-999	FG	L	grid	-44.5481	25.3075	37.8961	caudalmiddlefrontal
FG32	-50.3912	12.5555	45.879323081619	-999	FG	L	grid	-46.4915	17.2465	44.2395	caudalmiddlefrontal
TT1	-20.9893	-13.5713	-36.9820041065529	-999	TT	L	strip	-21.7084	-14.6068	-20.4279	entorhinal
TT2	-16.9226	-5.98532	-36.1795655969896	-999	TT	L	strip	-18.4691	-6.41382	-26.3011	n/a
TT3	-19.1584	2.6942	-38.0572054497344	-999	TT	L	strip	-16.503	2.932	-30.322	entorhinal
TT4	-20.637	12.5682	-40.5537877805351	-999	TT	L	strip	-18.4319	12.8842	-33.3959	temporalpole
TT5	-25.683	23.1158	-40.6433828040488	-999	TT	L	strip	-25.3726	21.3036	-33.7486	temporalpole
TT6	-35.5432	26.4281	-42.0810195886771	-999	TT	L	strip	-34.6073	24.7767	-32.5437	temporalpole
AST1	-19.1011	-0.423379	-44.3998782390545	-999	AST	L	strip	-19.0656	-0.982294	-33.4799	entorhinal
AST2	-19.961	6.85754	-47.1905279650722	-999	AST	L	strip	-20.2948	6.58051	-38.0169	temporalpole
AST3	-24.2605	12.8856	-48.100889480623	-999	AST	L	strip	-25.307	12.9748	-41.0565	temporalpole
AST4	-33.4553	18.7436	-48.8225931474944	-999	AST	L	strip	-34.4891	18.0408	-37.0487	temporalpole
MST1	-19.4534	2.61118	-46.0358446255965	-999	MST	L	strip	-19.1401	0.201064	-33.8469	entorhinal
MST2	-25.9802	0.88711	-53.4206394766348	-999	MST	L	strip	-26.0152	0.291541	-41.5075	temporalpole
MST3	-33.9892	4.59905	-54.6381682341653	-999	MST	L	strip	-34.5874	1.96708	-41.9491	inferiortemporal
MST4	-46.2843	9.20665	-48.7432117870504	-999	MST	L	strip	-44.842	3.37672	-36.7956	middletemporal
PST1	-20.0522	-3.20736	-44.8404188506822	-999	PST	L	strip	-22.1936	-3.02322	-32.8171	fusiform
PST2	-25.6635	-7.63628	-51.581792813065	-999	PST	L	strip	-30.0441	-6.51328	-37.1576	inferiortemporal
PST3	-38.6544	-9.73298	-50.0633596326389	-999	PST	L	strip	-39.7259	-7.90261	-36.6369	inferiortemporal
PST4	-50.2259	-9.13049	-46.3911684993877	-999	PST	L	strip	-49.2953	-7.03139	-31.3224	inferiortemporal
OT1	-20.3966	-42.1615	-17.0574356821682	-999	OT	L	strip	-20.9855	-43.5539	-7.04439	fusiform
OT2	-29.0497	-36.7069	-23.9117933790751	-999	OT	L	strip	-27.9869	-39.8375	-13.6314	fusiform
OT3	-38.2424	-32.8809	-30.1387721916543	-999	OT	L	strip	-36.2244	-35.56	-18.1826	fusiform
OT4	-46.7125	-28.4943	-34.2301856619656	-999	OT	L	strip	-45.735	-30.1296	-20.8814	inferiortemporal
IF1	-0.452597	58.0053	-8.45616903851261	-999	IF	L	strip	5.42855	57.7623	-5.78003	medialorbitofrontal
IF2	-2.09431	63.5587	-17.6795982463371	-999	IF	L	strip	4.76563	67.4872	-9.89434	frontalpole
IF3	-7.98205	69.5332	-11.2660493464158	-999	IF	L	strip	-1.51263	74.1088	-11.8936	frontalpole
IF4	-20.223	68.1293	-13.5266748264051	-999	IF	L	strip	-12.5575	72.8712	-12.5068	frontalpole
IF5	-27.1172	63.1885	-18.3905745929689	-999	IF	L	strip	-22.1503	68.4477	-13.2431	rostralmiddlefrontal
IF6	-38.2966	60.1943	-13.7546254453678	-999	IF	L	strip	-32.2567	63.4552	-11.599	rostralmiddlefrontal
MF1	0.797606	49.0908	-0.648065875269583	-999	MF	R	strip	5.98054	53.8704	2.47603	rostralanteriorcingulate
MF2	0.26523	58.2413	-1.75034763772957	-999	MF	R	strip	5.34755	63.9165	-0.891316	medialorbitofrontal
